Ticker,Date,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50
AAPL,2022-03-11,95.26142041704345,97.01159601700948,94.95788474554463,96.1106949493267,1300488,-0.011782025291614873,96.04615092669171,98.59773829291564
AAPL,2022-03-14,97.43196485716257,99.19544706376037,96.58471550716745,98.31784504807015,1799673,0.022964666938545708,96.09697469343062,98.52962129155401
AAPL,2022-03-15,97.52000341682235,99.29148597415164,97.33219365434057,98.71731964843492,4140640,0.004063093532709727,96.0630446253301,98.47448668641358
AAPL,2022-03-16,97.8913639510152,98.11912571152341,96.45406770625868,97.1182889953889,5353414,-0.016198076069535827,96.10467784154811,98.37111239278262
AAPL,2022-03-17,97.84155942860338,97.89312655899617,97.47291833798583,97.67167704077943,2490818,0.005698082731016907,96.05669988381716,98.32377806516342
AAPL,2022-03-18,97.67055583758284,98.29336042643344,96.00062486691537,96.41431730593342,4058427,-0.012873330047573961,96.17084629073665,98.23789411800159
AAPL,2022-03-21,97.50740835719135,97.89283243809491,96.48759253923447,96.94684466982606,4366612,0.005523322456382429,96.3054981618389,98.1615476623863
AAPL,2022-03-22,95.97334360019791,96.53936932867153,95.33032864324548,95.49690805058721,5558678,-0.014955995980858727,96.43883380466355,98.06712150117175
AAPL,2022-03-23,95.90681087944006,96.30902096623016,94.76357430582836,94.98365077927171,2140164,-0.005374595699408458,96.35220055261337,98.01894277652747
AAPL,2022-03-24,96.8334081738923,97.4707392570868,94.31563783542849,94.39931910271855,3144650,-0.006151918480276852,96.20908471993496,97.89728945973566
AAPL,2022-03-25,97.61434086641762,99.24375987280563,97.19807143038622,99.23451911559975,5277993,0.05122070856909344,96.36034519126297,97.84970799339517
AAPL,2022-03-28,96.2473809385208,97.733016188892,95.75919236247896,96.93001762677147,2848851,-0.023222780836411716,96.38187927357215,97.75336421143311
AAPL,2022-03-29,94.5660926073528,94.73865104748215,92.7595208414081,93.66953375851939,1233130,-0.03363750413010913,96.28536629209489,97.62367949821845
AAPL,2022-03-30,95.0485778884774,95.1394230172624,93.08180567446708,93.56817392580624,3779464,-0.0010821003227630133,95.99542271434679,97.44149156099253
AAPL,2022-03-31,96.90913746693444,97.41323557874007,96.17010820378555,96.99739086067085,3979409,0.03664939467113859,96.0741104444922,97.34938798958272
AAPL,2022-04-01,96.3701737119558,97.10657319662266,95.31798104293267,96.0985165016227,1186427,-0.009266995236390518,96.15441084193205,97.25537213669524
AAPL,2022-04-04,95.52490348853286,97.12526432900002,95.48956130626179,96.73314768313294,5292417,0.006603964396261208,96.25290530468381,97.22298694176433
AAPL,2022-04-05,94.32696044373478,94.69192840364745,91.04363736474781,91.07144520687942,1174865,-0.058529083482318445,96.19378412200237,97.0677123212844
AAPL,2022-04-06,93.07329281412571,95.17980180232072,92.55618327604336,94.90237963375574,5063037,0.042065154650548386,96.13192821357028,96.990132620831
AAPL,2022-04-07,93.20735198546463,93.7253007244993,92.66048921509315,93.66994748090524,4866480,-0.012986314543498967,95.95259686920004,96.88849201769443
AAPL,2022-04-08,91.83707158654433,92.30771029595412,91.33460517724771,91.81670409654198,4278035,-0.019784823566182053,95.7378973265608,96.74500146688632
AAPL,2022-04-11,93.32542847524662,93.77800851896286,92.72102268102914,92.88217988319226,2585672,0.0116043784966402,95.46611406831691,96.57378401220875
AAPL,2022-04-12,93.35122629979706,94.80869430331651,93.34238358868791,94.59685587621352,2292935,0.018460763896558152,95.26009087970584,96.44350924442
AAPL,2022-04-13,93.00682093567006,93.85992910028138,92.76614301667593,93.25700710292597,1047068,-0.014163777018560086,95.06702678508269,96.31420256111538
AAPL,2022-04-14,94.54410888406015,95.62330173650922,93.94872024071255,95.01900078936502,5961821,0.018893954901366028,94.93439297251197,96.1468050284288
AAPL,2022-04-15,95.89552918026288,96.52672329687499,95.56937926691097,95.61606493828108,2383029,0.006283629000052526,94.89448035412936,96.04654635701068
AAPL,2022-04-18,96.28546393902454,98.05575296235396,96.05637995659771,97.63704142947353,4514877,0.021136369630950114,94.92899019211174,95.98830247822941
AAPL,2022-04-19,96.20521090802603,96.4881778974492,96.15282146629971,96.3564718657966,5692219,-0.013115612117373665,94.97196838287219,95.89262284721892
AAPL,2022-04-20,97.13677162547525,97.2649885059574,96.10429911135,96.61569040160198,3820027,0.0026902036862288536,95.05357036398871,95.88911739663192
AAPL,2022-04-21,96.26251718401426,96.60600599310814,93.84751375708355,94.7176438387003,3894008,-0.019645324222308802,95.0694866007878,95.7751423391415
AAPL,2022-04-22,95.38169125896928,95.69046476219627,94.88970256290187,95.02190122759244,5728448,0.003212256730227292,94.85885570638743,95.74801644836386
AAPL,2022-04-25,95.94768435936267,96.5724024732323,92.94077082553396,94.47913125796607,2069933,-0.005712051249388783,94.73631138794715,95.69157167925734
AAPL,2022-04-26,96.03872624001656,96.66861279725464,94.21837493136498,95.15683496242303,3958069,0.007173051820370313,94.81067644814235,95.6067899582969
AAPL,2022-04-27,97.80919796359795,98.27256417730864,97.59130489600734,98.25720459574195,3732267,0.0325816809117625,95.04512798163913,95.64622155679118
AAPL,2022-04-28,96.43753805261335,99.36436075910802,96.17797487896672,98.6211428352667,3682033,0.0037039343936364766,95.12631558036892,95.64601968958851
AAPL,2022-04-29,96.18243513311687,96.27303168325945,94.85470607330662,94.97132754135855,4932088,-0.037008446555975016,95.06995613235571,95.66281845706482
AAPL,2022-05-02,95.41740367048338,95.42711063190899,93.67848449931391,94.04671468979396,4487163,-0.009735705243900439,94.93563448268877,95.65867660590507
AAPL,2022-05-03,94.55281198082196,94.93744368533996,94.42233793790776,94.4355818120718,4652098,0.004134829414940144,95.10384131294839,95.69078433826463
AAPL,2022-05-04,96.77371096220257,97.52520906451967,96.57706452585565,97.03428478314868,1340800,0.027518260820887708,95.21043657041803,95.69714371752211
AAPL,2022-05-05,97.56604399427107,97.59639301164266,96.88076906167436,97.50764369926361,2583823,0.0048782645966092275,95.40232138133595,95.70206387638163
AAPL,2022-05-06,98.19971300035502,99.63463134736878,96.49152109109778,98.8733239126031,1520052,0.014005878529395721,95.75515237213901,95.75534416085289
AAPL,2022-05-09,99.28436426708137,100.3941590318349,98.60789218977303,100.2387595524464,2546595,0.013809949800516863,96.12298135560171,95.83013263229007
AAPL,2022-05-10,99.78219972426858,100.58743333641146,99.27754494796193,100.25898383632793,5243566,0.00020176111488034998,96.40608775360742,95.92331644125534
